,city,Lat,lon,max temp,Humidity,Cloudiness,wind speed,country,date
267,Umm Kaddadah,13.6017,26.6876,52.39,38,0,14.34,SD,1579662000
268,Atar,20.5169,-13.0499,58.42,42,24,7.56,MR,1579662000
269,Suntar,62.1444,117.6319,-6.07,92,100,4.41,RU,1579662000
270,Cockburn Town,21.4612,-71.1419,77.43,75,99,7.11,TC,1579662000
271,Hokitika,-42.7167,170.9667,63.5,77,3,7.7,NZ,1579662000
272,Praia da Vitoria,38.7333,-27.0667,58.46,69,100,22.66,PT,1579662000
273,Chimore,-16.9833,-65.1333,75.6,96,100,0.81,BO,1579662000
274,Fairbanks,64.8378,-147.7164,-5.71,99,100,0.98,US,1579662000
275,Srivardhan,18.0333,73.0167,74.95,59,0,4.72,IN,1579662000
276,Panguna,-6.3164,155.4848,79.14,84,72,4.52,PG,1579662000
277,Bara,10.3744,10.7288,63.46,25,34,8.41,NG,1579662000
278,Raja,8.4596,25.678,55.17,25,52,5.73,SS,1579662000
279,Beloha,-25.1667,45.05,69.06,83,47,15.35,MG,1579662000
280,Mandurah,-32.55,115.7,70.52,76,100,17.02,AU,1579662000
281,Mattawa,46.7379,-119.9028,35.74,81,3,11.23,US,1579662000
282,Kutulik,53.3508,102.7839,1.24,92,100,10.6,RU,1579662000
283,Khash,28.2211,61.2158,43.48,84,16,5.37,IR,1579662000
284,Lata,40.1629,-8.3327,46.62,78,64,4.38,PT,1579662000
285,Kulhudhuffushi,6.6221,73.07,83.73,74,63,18.88,MV,1579662000
286,Yumen,40.2833,97.2,19.29,58,0,3.98,CN,1579662000
287,Port Keats,-14.25,129.55,86.49,74,100,14.12,AU,1579662000
288,Cairns,-16.9167,145.7667,86.7,73,73,7.99,AU,1579662000
289,Ndioum,16.5129,-14.6471,73.63,12,100,8.72,SN,1579662000
290,Praia,14.9215,-23.5087,69.24,82,95,6.69,CV,1579662000
291,Westerland,54.9079,8.3033,43.72,92,100,15.39,DE,1579662000
292,Chara,56.9064,118.2631,-15.34,70,89,1.7,RU,1579662000
293,Belmonte,-15.8631,-38.8828,77.59,87,8,4.29,BR,1579662000
294,Show Low,34.2542,-110.0298,39.6,98,100,4.12,US,1579662000
295,Kronach,50.2396,11.3331,27.1,82,65,3.09,DE,1579662000
296,Asarganj,25.15,86.6833,60.28,45,0,4.59,IN,1579662000
297,Basti,26.8,82.7167,55.44,71,0,6.13,IN,1579662000
298,Barrow,71.2906,-156.7887,3.47,92,100,9.15,US,1579662000
299,Tigzirt,36.8886,4.1198,58.24,57,89,7.58,DZ,1579662000
300,Holbeach,52.804,0.0144,39.74,94,84,5.68,GB,1579662000
301,Taltal,-25.4,-70.4833,60.33,93,15,1.81,CL,1579662000
302,Leh,34.1667,77.5833,-9.44,84,100,4.07,IN,1579662000
303,Ashland,40.8167,-82.2665,18.12,90,0,6.44,US,1579662000
304,Sovetskaya Gavan',48.9723,140.2878,13.95,67,100,4.25,RU,1579662000
305,Flin Flon,54.7682,-101.865,22.37,84,100,11.79,CA,1579662000
306,Kismayo,-0.3582,42.5454,80.89,81,11,19.22,SO,1579662000
307,Lorengau,-2.0226,147.2712,83.79,75,42,15.32,PG,1579662000
308,Jilin,43.0,126.0,25.38,93,100,4.81,CN,1579662000
309,Oxford,51.7522,-1.256,34.83,96,68,5.3,GB,1579662000
310,Diveyevo,55.0433,43.2418,30.16,81,99,12.12,RU,1579662000
311,Tazovsky,67.4667,78.7,-4.83,95,100,16.24,RU,1579662000
312,Naze,28.3667,129.4833,68.76,67,100,11.07,JP,1579662000
313,Faya,18.3851,42.4509,49.48,86,36,5.39,SA,1579662000
314,Izumo,35.3667,132.7667,52.03,57,91,3.94,JP,1579662000
315,Orotukan,62.2667,151.7,-28.01,92,9,2.64,RU,1579662000
316,Minsk,53.9,27.5667,38.5,88,100,18.75,BY,1579662000
317,Dicabisagan,17.0818,122.4157,77.81,61,6,9.48,PH,1579662000
318,Nagtipunan,16.2167,121.6,72.14,59,6,5.73,PH,1579662000
319,Severo-Yeniseyskiy,60.3725,93.0408,-21.5,91,75,5.37,RU,1579662000
320,Tomatlan,19.9333,-105.25,68.83,87,0,2.13,MX,1579662000
321,Guasdualito,7.2424,-70.7324,81.1,60,100,5.37,VE,1579662000
322,Manokwari,-0.8667,134.0833,76.3,92,92,9.98,ID,1579662000
323,Litovko,49.2361,135.1742,8.35,92,100,7.56,RU,1579662000
324,Bonavista,48.6499,-53.1147,12.54,68,0,12.84,CA,1579662000
325,Benguela,-12.5763,13.4055,78.66,86,100,1.32,AO,1579662000
326,Anadyr,64.75,177.4833,-20.18,94,59,11.07,RU,1579662000
327,Kosh-Agach,50.0,88.6667,-9.62,88,76,1.01,RU,1579662000
328,Hualmay,-11.0964,-77.6139,68.88,87,100,2.73,PE,1579662000
329,Oktyabrskoye,43.0645,44.7417,28.47,42,80,2.73,RU,1579662000
330,Sitka,57.0531,-135.33,36.93,96,100,4.97,US,1579662000
331,Sault Ste. Marie,46.5168,-84.3333,27.91,86,100,6.87,CA,1579662000
332,Narimanov,46.6927,47.8498,32.13,87,99,22.73,RU,1579662000
333,Yarada,17.65,83.2667,75.58,79,52,10.87,IN,1579662000
334,Guna,24.65,77.3167,57.24,59,74,10.67,IN,1579662000
335,Bilibino,68.0546,166.4372,-30.15,100,100,2.21,RU,1579662000
336,Port Hardy,50.6996,-127.4199,39.58,95,100,5.01,CA,1579662000
337,Shingu,33.7333,135.9833,54.18,68,0,1.66,JP,1579662000
338,Aplahoue,6.9333,1.6833,75.36,71,96,3.18,BJ,1579662000
339,Mangrol,21.1167,70.1167,68.45,46,0,12.59,IN,1579662000
340,Vardo,70.3705,31.1107,26.78,81,100,35.03,NO,1579662000
341,Areka,7.0667,37.7,63.66,45,4,4.34,ET,1579662000
342,Margate,51.3813,1.3862,41.9,86,25,5.66,GB,1579662000
343,Chifeng,42.2683,118.9636,23.04,60,19,3.62,CN,1579662000
344,Mecca,21.4267,39.8261,57.16,71,0,5.64,SA,1579662000
345,Kenai,60.5544,-151.2583,19.81,86,100,5.46,US,1579662000
346,Tezu,27.9167,96.1667,61.54,53,99,1.61,IN,1579662000
347,Sabang,5.8933,95.3214,82.27,77,27,24.74,ID,1579662000
348,Urusha,54.05,122.9,-9.51,91,49,1.86,RU,1579662000
349,Kruisfontein,-34.0033,24.7314,63.77,97,100,14.83,ZA,1579662000
350,Verkhnevilyuysk,63.4453,120.3167,-10.84,95,100,5.66,RU,1579662000
351,Ostrovnoy,68.0531,39.5131,26.56,92,100,29.01,RU,1579662000
352,Norwalk,33.9022,-118.0817,57.54,68,32,5.59,US,1579662000
353,Raudeberg,61.9875,5.1352,41.94,62,100,15.66,NO,1579662000
354,Labuhan,-6.8844,112.2051,87.31,64,0,2.13,ID,1579662000
355,Emboscada,-25.15,-57.35,78.82,90,100,2.48,PY,1579662000
356,Suicheng,33.8963,117.9331,47.28,80,95,7.56,CN,1579662000
357,Viedma,-40.8135,-62.9967,67.24,60,59,12.33,AR,1579662000
358,Kibala,9.1104,18.3463,62.87,21,10,4.38,TD,1579662000
359,Galesburg,40.9478,-90.3712,23.9,82,100,13.8,US,1579662000
360,Tabuk,17.4189,121.4443,75.74,69,1,12.08,PH,1579662000
361,Ushtobe,45.2514,77.9838,28.09,97,100,5.86,KZ,1579662000
362,Tanout,14.9709,8.8879,61.54,21,0,14.18,NE,1579662000
363,Victor Harbor,-35.5667,138.6167,68.09,62,74,14.05,AU,1579662000
364,Golden,39.7555,-105.2211,37.33,55,75,3.44,US,1579662000
365,Tornio,65.85,24.1333,26.71,73,15,11.79,FI,1579662000
366,Cabo San Lucas,22.8909,-109.9124,66.13,75,9,5.79,MX,1579662000
367,Mitsamiouli,-11.3847,43.2844,83.43,78,100,26.13,KM,1579662000
368,Porto da Folha,-9.9172,-37.2783,78.42,73,100,5.57,BR,1579662000
369,Sangar,63.9242,127.4739,-26.72,95,93,3.27,RU,1579662000
370,Kendari,-3.945,122.4989,86.68,65,18,7.96,ID,1579662000
371,Hasaki,35.7333,140.8333,52.29,67,100,12.26,JP,1579662000
372,Doka,13.5167,35.7667,55.38,64,0,7.72,SD,1579662000
373,Gurghiu,46.7667,24.85,23.7,95,100,3.47,RO,1579662000
374,Ikongo,-21.8833,47.4333,65.39,99,100,1.61,MG,1579662000
375,Yerbogachen,61.2767,108.0108,-19.41,97,99,6.11,RU,1579662000
376,Neiafu,-18.65,-173.9833,80.6,63,65,8.86,TO,1579662000
377,Saint-Pierre,-21.3393,55.4781,79.54,85,100,14.85,RE,1579662000
378,Aldan,58.6031,125.3894,-6.52,71,4,9.06,RU,1579662000
379,Granados,14.9152,-90.5216,53.46,97,5,4.32,GT,1579662000
380,Tiznit,29.5833,-9.5,44.92,88,29,1.3,MA,1579662000
381,Ordubad,38.9059,46.0234,26.15,70,0,3.29,AZ,1579662000
382,Palamos,41.8484,3.1291,53.74,90,100,15.93,ES,1579662000
383,Port-Gentil,-0.7193,8.7815,81.79,78,100,7.52,GA,1579662000
384,Jalu,29.0331,21.5482,49.19,71,0,6.4,LY,1579662000
385,Phan Thiet,10.9333,108.1,86.14,41,20,7.94,VN,1579662000
386,Dorchester,33.1002,-80.3831,33.66,43,0,8.59,US,1579662000
387,Ringkobing,56.0901,8.244,44.15,79,100,21.9,DK,1579662000
388,Nar'yan-Mar,67.6713,53.087,20.64,96,100,6.87,RU,1579662000
389,Qandala,11.472,49.8728,69.94,71,37,0.83,SO,1579662000
390,Oyama,36.3,139.8,44.76,40,89,1.66,JP,1579662000
391,Port Moresby,-9.4431,147.1797,88.68,71,56,15.26,PG,1579662000
392,Kyaikkami,16.08,97.5675,79.59,61,53,5.59,MM,1579662000
393,Dalby,-27.1833,151.2667,97.34,37,66,10.65,AU,1579662000
394,Gurupa,-1.405,-51.64,73.04,99,45,2.93,BR,1579662000
395,Inhambane,-23.865,35.3833,74.95,75,0,10.45,MZ,1579662000
396,Christchurch,-43.5333,172.6333,76.48,52,82,11.74,NZ,1579662000
397,Ubari,26.5921,12.7805,50.83,49,23,15.37,LY,1579662000
398,Olinda,-8.0089,-34.8553,82.09,82,100,1.95,BR,1579662000
399,Jumla,29.2747,82.1838,40.82,69,8,3.15,NP,1579662000
400,Hofn,64.2539,-15.2082,45.03,93,100,13.0,IS,1579662000
401,Deputatsky,69.3,139.9,-27.17,91,27,4.92,RU,1579662000
402,Ocos,14.5094,-92.1933,75.72,74,0,5.95,GT,1579662000
403,Magaria,12.9983,8.9099,61.99,22,0,10.8,NE,1579662000
404,Leningradskiy,69.3833,178.4167,-11.27,96,100,7.09,RU,1579662000
405,North Bend,43.4065,-124.2243,43.36,96,100,5.06,US,1579662000
406,Artyom,40.4723,50.333,41.63,67,0,10.27,AZ,1579662000
407,Sanok,49.5557,22.2056,28.09,88,34,13.87,PL,1579662000
408,Soyo,-6.1349,12.3689,79.99,85,100,5.46,AO,1579662000
409,Longyearbyen,78.2186,15.6401,0.99,89,0,6.71,SJ,1579662000
410,Ponta do Sol,32.6667,-17.1,60.64,60,5,5.06,PT,1579662000
411,San-Pedro,4.7485,-6.6363,81.68,83,95,8.46,CI,1579662000
412,Arandis,-22.4167,14.9667,61.72,77,0,2.13,NA,1579662000
413,Jacmel,18.2342,-72.5347,81.66,71,100,8.88,HT,1579662000
414,Mahon,39.8885,4.2658,59.22,81,37,22.1,ES,1579662000
415,Chu,43.5983,73.7614,24.94,92,100,4.81,KZ,1579662000
416,Sokoto,13.0609,5.239,68.04,24,0,11.65,NG,1579662000
417,Oriximina,-1.7656,-55.8661,77.27,83,99,3.85,BR,1579662000
418,Velyka Lepetykha,47.1757,33.9436,32.67,80,59,13.71,UA,1579662000
419,Zhigansk,66.7697,123.3711,-27.42,97,100,7.52,RU,1579662000
420,Sundsvall,62.3913,17.3063,36.1,57,0,20.62,SE,1579662000
421,Swellendam,-34.0226,20.4417,65.05,91,100,10.83,ZA,1579662000
422,Shubarshi,48.5872,57.1869,22.12,93,97,18.32,KZ,1579662000
423,Tarko-Sale,64.9225,77.785,0.34,95,100,21.77,RU,1579662000
424,Beira,-19.8436,34.8389,78.89,75,100,22.55,MZ,1579662000
425,Avanuorri,70.9963,24.6622,25.47,80,100,28.66,NO,1579662000
426,Sinjai,-5.1241,120.253,83.88,70,16,6.93,ID,1579662000
427,Salina Cruz,16.1667,-95.2,72.82,75,0,46.13,MX,1579662000
428,Rudnya,54.947,31.0934,33.48,72,100,10.16,RU,1579662000
429,Hasanabad,36.5465,61.0543,32.2,91,68,7.07,IR,1579662000
430,Paracuru,-3.41,-39.0306,80.24,85,98,1.54,BR,1579662000
431,Prince Albert,53.2001,-105.7677,20.39,89,0,8.75,CA,1579662000
432,Bichura,50.5881,107.6022,1.08,85,97,2.51,RU,1579662000
433,Chapais,49.7834,-74.8492,13.84,96,97,4.85,CA,1579662000
434,Kumul,42.8,93.45,10.04,86,89,1.92,CN,1579662000
435,Tekirdag,40.978,27.5085,33.1,75,0,3.29,TR,1579662000
436,Remanso,-9.6179,-42.0831,74.32,85,88,7.61,BR,1579662000
437,Oddur,4.1213,43.8894,69.75,75,74,16.53,SO,1579662000
438,Bose,45.4612,8.0137,35.29,55,100,2.37,IT,1579662000
439,Daloa,6.8774,-6.4502,73.45,90,100,4.72,CI,1579662000
440,Forquilhinha,-28.7475,-49.4722,72.52,75,100,8.3,BR,1579662000
441,Mangan,27.5167,88.5333,43.86,30,1,3.44,IN,1579662000
442,San Patricio,19.2167,-104.7,81.45,73,0,7.11,MX,1579662000
443,Dingle,10.9995,122.6711,79.59,75,50,13.94,PH,1579662000
444,Kresttsy,58.2452,32.5165,32.22,96,100,12.91,RU,1579662000
445,Linxia,35.6003,103.2064,24.84,59,14,3.29,CN,1579662000
446,Seybaplaya,19.65,-90.6667,66.0,74,12,5.93,MX,1579662000
447,Abbeville,50.1,1.8333,29.86,82,0,2.64,FR,1579662000
448,Kpandae,8.4689,-0.0113,79.54,29,75,1.9,GH,1579662000
449,Paysandu,-32.3214,-58.0756,72.66,91,0,8.7,UY,1579662000
450,Gondanglegi,-7.7479,112.0132,88.57,58,1,0.45,ID,1579662000
451,Camacha,33.0833,-16.3333,60.44,68,53,15.3,PT,1579662000
452,Santa Maria,-29.6842,-53.8069,70.38,96,99,5.91,BR,1579662000
453,Sawakin,19.1059,37.3321,70.9,74,69,19.82,SD,1579662000
454,Talnakh,69.4865,88.3972,-19.44,92,100,13.6,RU,1579662000
455,Ust-Kuyga,70.0167,135.6,-32.3,98,93,5.77,RU,1579662000
456,Laguna,38.421,-121.4238,53.15,89,100,6.98,US,1579662000
457,Uyuni,-20.4597,-66.825,52.34,69,100,22.62,BO,1579662000
458,Juba,4.8517,31.5825,72.41,30,100,2.57,SS,1579662000
459,Buin,-33.7333,-70.75,70.84,40,0,2.77,CL,1579662000
460,Mapiripan,2.8892,-72.1256,76.44,76,85,3.0,CO,1579662000
461,Antofagasta,-23.65,-70.4,68.25,91,72,4.0,CL,1579662000
462,College,64.8569,-147.8028,-7.74,98,100,1.01,US,1579662000
463,Winneba,5.3511,-0.6231,80.11,79,0,4.29,GH,1579662000
464,Bud,39.447,-86.1758,24.87,72,0,7.14,US,1579662000
465,Oued Meliz,36.4681,8.5495,54.01,91,0,5.88,TN,1579662000
466,Kavieng,-2.5744,150.7967,83.37,77,13,16.67,PG,1579662000
467,Zyryanka,65.75,150.85,-22.36,96,92,8.55,RU,1579662000
468,Katobu,-4.9408,122.5276,89.13,59,24,7.07,ID,1579662000
469,Shyroke,47.6917,33.2571,34.47,75,94,12.55,UA,1579662000
470,Portland,45.5234,-122.6762,44.65,83,91,7.81,US,1579662000
471,Unity,52.4501,-109.1682,18.18,79,0,3.6,CA,1579662000
472,Chalus,36.655,51.4204,38.35,69,0,1.81,IR,1579662000
473,Taoudenni,22.6783,-3.9836,61.45,29,75,7.87,ML,1579662000
474,Iquique,-20.2208,-70.1431,74.14,76,100,3.87,CL,1579662000
475,Alta Floresta,-9.8756,-56.0861,73.26,96,100,3.44,BR,1579662000
476,Nouadhibou,20.931,-17.0347,61.05,72,0,17.52,MR,1579662000
477,Liepaja,56.5419,21.0367,41.47,79,100,19.15,LV,1579662000
478,Thunder Bay,48.4001,-89.3168,26.33,88,100,5.28,CA,1579662000
479,Miles City,46.4083,-105.8406,34.32,75,0,6.31,US,1579662000
480,San Pedro de Macoris,18.4616,-69.2972,71.78,87,94,3.85,DO,1579662000
481,Paraiso,9.8383,-83.8656,65.14,97,100,5.93,CR,1579662000
482,Gushikawa,26.3544,127.8686,71.1,62,100,8.93,JP,1579662000
483,Acapulco de Juarez,16.8634,-99.8901,75.61,90,10,3.4,MX,1579662000
484,Namatanai,-3.6667,152.4333,85.51,70,0,11.36,PG,1579662000
485,Shimoda,34.6667,138.95,51.46,76,20,16.69,JP,1579662000
486,Marawi,7.9986,124.2928,86.31,54,32,3.69,PH,1579662000
487,Camacupa,-12.0167,17.4833,64.24,97,100,4.45,AO,1579662000
488,Luderitz,-26.6481,15.1594,63.82,89,0,2.39,NA,1579662000
489,Jackson,42.4165,-122.8345,37.49,96,100,1.79,US,1579662000
490,Mocuba,-16.8392,36.9856,69.01,95,100,7.23,MZ,1579662000
491,Bonthe,7.5264,-12.505,78.26,86,65,4.32,SL,1579662000
492,Dehloran,32.6941,47.2679,50.27,83,100,15.84,IR,1579662000
493,Kalmunai,7.4167,81.8167,81.57,81,64,19.17,LK,1579662000
494,Gboko,7.3179,8.9951,76.12,22,100,6.87,NG,1579662000
495,Yar-Sale,66.8333,70.8333,4.28,93,100,18.41,RU,1579662000
496,Dampit,-8.2116,112.7493,77.31,62,4,2.55,ID,1579662000
497,Mamburao,13.25,120.6667,77.77,59,33,3.33,PH,1579662000
498,Zapolyarnyy,69.4154,30.8136,21.61,81,90,21.79,RU,1579662000
499,Heihe,50.2441,127.4902,-2.51,87,13,0.74,CN,1579662000
500,Busayra,30.7376,35.6078,36.45,95,100,3.13,JO,1579662000
501,Takoradze,4.8845,-1.7554,76.8,84,66,1.77,GH,1579662000
502,Broome,42.2506,-75.833,17.17,94,10,2.21,US,1579662000
503,Manaus,-3.1019,-60.025,76.14,89,100,2.98,BR,1579662000
504,Willmar,45.1219,-95.0433,20.21,86,100,15.79,US,1579662000
505,Oranjemund,-28.55,16.4333,62.46,90,2,1.83,NA,1579662000
506,Bubaque,11.2833,-15.8333,77.61,64,100,15.1,GW,1579662000
507,Hit,33.6416,42.8251,48.88,79,100,8.48,IQ,1579662000
508,Riviere-au-Renard,48.9957,-64.3971,4.87,90,8,5.14,CA,1579662000
509,Egvekinot,66.3167,-179.1667,-14.28,96,100,4.65,RU,1579662000
510,Tanete,-3.9443,119.7848,91.04,54,77,4.79,ID,1579662000
511,Sevlievo,43.0258,25.1136,29.71,61,0,1.9,BG,1579662000
512,Mthatha,-31.5889,28.7844,60.62,98,46,0.45,ZA,1579662000
513,Ponnani,10.767,75.9252,79.07,62,0,3.96,IN,1579662000
514,Macamic,48.7502,-78.9996,21.33,89,100,9.73,CA,1579662000
515,High Level,58.5169,-117.136,11.73,94,100,2.68,CA,1579662000
516,Peniche,39.3558,-9.3811,53.01,72,100,16.69,PT,1579662000
517,Rafai,4.95,23.9167,66.6,23,44,5.77,CF,1579662000
518,Puerto El Triunfo,13.2833,-88.55,75.92,57,0,5.39,SV,1579662000
519,Victoria Point,-27.5833,153.3,91.11,85,77,17.58,AU,1579662000
520,Armidale,-30.5167,151.65,83.41,26,0,13.38,AU,1579662000
521,Polunochnoye,60.8697,60.4153,18.59,92,100,13.56,RU,1579662000
522,Saint-Joseph,-21.3667,55.6167,79.54,85,100,14.85,RE,1579662000
523,Sai Buri,6.7013,101.6168,88.74,65,10,7.85,TH,1579662000
524,Necochea,-38.5473,-58.7368,65.61,92,99,11.01,AR,1579662000
525,Shangrao,28.4532,117.9686,54.45,81,94,6.2,CN,1579662000
526,La Ronge,55.1001,-105.2842,19.31,91,80,7.85,CA,1579662000
527,Kouroussa,10.65,-9.8833,78.53,26,99,2.93,GN,1579662000
528,Moba,33.2288,105.0179,38.93,60,33,2.04,CN,1579662000
529,Boende,-0.2167,20.8667,70.56,52,100,1.83,CD,1579662000
530,Grand-Bourg,15.8835,-61.3148,77.11,80,64,15.73,GP,1579662000
531,Syracuse,37.0881,15.2792,56.21,81,100,16.11,IT,1579662000
532,Mount Gambier,-37.8333,140.7667,62.78,85,100,11.83,AU,1579662000
533,Turbat,26.0023,63.044,60.21,53,0,4.43,PK,1579662000
534,Torbat-e Jam,35.244,60.6225,25.09,90,9,0.72,IR,1579662000
535,Karaidel,55.8337,56.9069,24.39,93,100,15.5,RU,1579662000
536,Badulla,6.9895,81.0557,68.18,93,99,5.59,LK,1579662000
537,Mosquera,4.7059,-74.2302,55.45,94,100,1.45,CO,1579662000
